10/29/2008,ORL vs. ATL,91.0,106.0,93.4,1.0,85.0,0.0,0,85.0,Game 1
10/31/2008,ORL @ MEM,91.7,100.3,92.2,1.006,85.0,0.994,84.0,84.5,Game 2
11/01/2008,ORL vs. SAC,106.1,105.4,91.1,1.065,103.0,0.869,84.0,96.7,Game 3
11/03/2008,ORL vs. CHI,104.3,102.9,92.5,1.044,100.7,0.87,84.0,96.5,Game 4
11/06/2008,ORL vs. PHI,104.6,101.3,92.6,1.033,100.0,0.868,84.0,96.8,Game 5
11/08/2008,ORL vs. WAS,106.5,99.3,92.3,1.03,101.2,0.855,84.0,98.3,Game 6
11/10/2008,ORL vs. POR,106.8,101.7,92.1,1.024,100.8,0.854,84.0,98.4,Game 7
11/12/2008,ORL @ OKC,106.9,100.2,93.3,1.01,100.8,0.967,96.5,99.8,Game 8
11/14/2008,ORL @ DAL,106.8,100.6,93.7,1.008,100.8,0.983,98.3,100.0,Game 9
11/16/2008,ORL @ CHA,106.5,100.3,93.0,1.018,100.8,0.972,96.2,99.0,Game 10
11/18/2008,ORL vs. TOR,106.3,99.4,93.5,1.017,101.1,0.968,96.2,99.4,Game 11
11/21/2008,ORL @ IND,105.3,99.0,94.4,1.017,101.1,0.976,97.0,99.4,Game 12
11/22/2008,ORL vs. HOU,105.0,99.5,94.4,1.013,100.4,0.979,97.0,99.1,Game 13
11/24/2008,ORL vs. MIL,105.4,99.8,94.6,1.015,101.2,0.973,97.0,99.7,Game 14
11/26/2008,ORL @ PHI,105.6,100.2,94.2,1.017,101.2,0.973,96.8,99.5,Game 15
11/27/2008,ORL @ WAS,106.1,100.0,94.1,1.014,101.2,0.982,98.0,99.8,Game 16
11/29/2008,ORL vs. IND,106.4,99.9,94.3,1.017,102.1,0.976,98.0,100.4,Game 17
12/01/2008,ORL @ BOS,106.2,101.2,93.9,1.024,102.1,0.971,96.8,99.7,Game 18
12/03/2008,ORL vs. MIN,106.5,101.0,93.7,1.022,101.9,0.971,96.8,99.7,Game 19
12/05/2008,ORL vs. OKC,106.4,100.7,93.7,1.019,101.6,0.971,96.8,99.7,Game 20
12/08/2008,ORL @ LAC,106.0,100.3,93.8,1.022,101.6,0.972,96.6,99.4,Game 21
12/09/2008,ORL @ POR,106.8,101.2,93.5,1.017,101.6,0.979,97.8,99.9,Game 22
12/12/2008,ORL @ PHX,107.2,102.0,93.6,1.012,101.6,0.987,99.1,100.4,Game 23
12/13/2008,ORL @ UTA,107.5,102.1,93.5,1.011,101.6,0.989,99.4,100.5,Game 24
12/15/2008,ORL @ GSW,107.7,102.0,93.6,1.008,101.6,0.994,100.2,100.8,Game 25
12/18/2008,ORL vs. SAS,107.3,101.3,93.6,1.003,100.7,0.998,100.2,100.4,Game 26
12/20/2008,ORL vs. LAL,107.5,101.7,93.6,1.005,101.1,0.996,100.2,100.6,Game 27
12/22/2008,ORL vs. GSW,107.8,101.0,93.7,1.008,101.9,0.991,100.2,101.1,Game 28
12/25/2008,ORL vs. NOH,107.7,100.4,93.4,1.004,101.0,0.996,100.2,100.6,Game 29
12/27/2008,ORL @ MIN,108.3,100.3,93.5,0.998,101.0,1.002,101.4,101.2,Game 30
12/29/2008,ORL @ DET,108.1,100.6,93.0,1.004,101.0,0.995,100.1,100.6,Game 31
12/31/2008,ORL @ CHI,108.5,100.5,93.1,1.0,101.0,0.999,100.9,101.0,Game 32
01/02/2009,ORL vs. MIA,108.2,100.2,92.9,0.996,100.1,1.004,100.9,100.5,Game 33
01/04/2009,ORL @ TOR,108.4,100.8,92.7,0.995,100.1,1.004,101.0,100.6,Game 34
01/06/2009,ORL vs. WAS,108.1,100.4,92.7,0.993,99.5,1.008,101.0,100.2,Game 35
01/07/2009,ORL @ ATL,108.1,100.5,92.8,0.991,99.5,1.009,101.3,100.4,Game 36
01/09/2009,ORL vs. ATL,108.8,100.4,92.8,0.997,100.6,1.004,101.3,100.9,Game 37
01/11/2009,ORL @ SAS,109.0,100.6,92.7,0.995,100.6,1.004,101.5,101.1,Game 38
01/13/2009,ORL @ SAC,109.9,100.9,92.8,0.986,100.6,1.013,103.3,102.0,Game 39
01/16/2009,ORL @ LAL,110.0,101.0,92.9,0.984,100.6,1.014,103.6,102.2,Game 40
01/17/2009,ORL @ DEN,110.0,100.8,93.0,0.983,100.6,1.014,103.7,102.3,Game 41
01/22/2009,ORL vs. BOS,109.8,101.0,92.7,0.978,99.6,1.019,103.7,101.8,Game 42
01/24/2009,ORL @ MIA,109.8,101.4,92.6,0.979,99.6,1.017,103.4,101.7,Game 43
01/27/2009,ORL vs. IND,110.3,101.5,92.8,0.989,101.3,1.01,103.4,102.4,Game 44
01/29/2009,ORL vs. CLE,110.4,101.5,92.7,0.989,101.2,1.011,103.4,102.3,Game 45
02/01/2009,ORL @ TOR,110.5,101.3,92.8,0.986,101.2,1.012,103.8,102.6,Game 46
02/02/2009,ORL vs. DAL,110.4,101.6,92.8,0.985,100.9,1.014,103.8,102.4,Game 47
02/04/2009,ORL vs. LAC,111.0,101.7,92.7,0.99,101.9,1.009,103.8,102.9,Game 48
02/06/2009,ORL @ IND,110.8,101.9,92.8,0.99,101.9,1.009,103.8,102.9,Game 49
02/08/2009,ORL vs. NJN,110.9,101.7,92.8,0.991,101.9,1.01,103.8,102.8,Game 50
02/11/2009,ORL vs. DEN,110.3,101.5,92.7,0.986,100.8,1.016,103.8,102.2,Game 51
02/17/2009,ORL vs. CHA,110.3,101.6,92.8,0.987,101.0,1.015,103.8,102.3,Game 52
02/18/2009,ORL @ NOH,109.9,102.1,92.8,0.99,101.0,1.01,103.0,102.0,Game 53
